chunk_id,concept_id,score
CHK00004_010,CON0046,0.732
CHK00004_011,CON0067,0.861
CHK00004_011,CON0052,0.894
CHK00004_012,CON0066,0.927
CHK00004_012,CON0044,0.868
CHK00004_012,CON0016,0.784
CHK00004_013,CON0015,0.711
CHK00004_014,CON0044,0.968
CHK00004_015,CON0016,0.769
CHK00004_015,CON0038,0.456
CHK00004_016,CON0077,0.425
CHK00004_016,CON0043,0.918
CHK00004_016,CON0072,0.449
CHK00005_000,CON0051,0.578
CHK00005_001,CON0061,0.522
CHK00005_001,CON0059,0.764
CHK00005_002,CON0013,0.68
CHK00005_002,CON0040,0.56
CHK00005_002,CON0030,0.549
CHK00005_003,CON0078,0.549
CHK00005_003,CON0053,0.919
CHK00005_004,CON0059,0.698
CHK00005_004,CON0063,0.454
CHK00005_004,CON0039,0.636
CHK00005_005,CON0036,0.697
CHK00005_006,CON0046,0.64
CHK00005_006,CON0051,0.742
CHK00005_006,CON0005,0.517
CHK00005_007,CON0079,0.471
CHK00005_007,CON0078,0.985
CHK00005_008,CON0065,0.424
CHK00005_008,CON0051,0.423
CHK00005_008,CON0064,0.828
CHK00005_009,CON0020,0.994
CHK00005_009,CON0050,0.844
CHK00005_010,CON0060,0.621
CHK00005_010,CON0002,0.804
CHK00006_000,CON0067,0.777
CHK00006_001,CON0056,0.588
CHK00006_002,CON0017,0.711
CHK00006_003,CON0068,0.728
CHK00006_003,CON0043,0.806
CHK00006_004,CON0038,0.863
CHK00007_000,CON0050,0.973
CHK00007_000,CON0044,0.883
CHK00007_001,CON0010,0.794
CHK00007_001,CON0044,0.848
CHK00007_001,CON0056,0.528
CHK00007_002,CON0030,0.802
CHK00007_002,CON0031,0.719
CHK00007_002,CON0006,0.783
CHK00007_003,CON0060,0.403
CHK00007_003,CON0012,0.73
CHK00007_003,CON0017,0.957
CHK00007_004,CON0073,0.539
CHK00007_005,CON0004,0.998
CHK00007_006,CON0036,0.993
CHK00007_006,CON0058,0.726
CHK00007_007,CON0042,0.497
CHK00007_008,CON0024,0.914
CHK00007_008,CON0022,0.938
CHK00007_008,CON0078,0.896
CHK00007_009,CON0031,0.556
CHK00007_009,CON0000,0.541
CHK00007_010,CON0046,0.437
CHK00007_010,CON0030,0.471
CHK00007_011,CON0039,0.621
CHK00007_011,CON0015,0.533
CHK00007_011,CON0037,0.974
CHK00007_012,CON0060,0.857
CHK00007_012,CON0068,0.808
CHK00007_012,CON0027,0.757
CHK00007_013,CON0046,0.467
CHK00007_013,CON0009,0.897
CHK00007_013,CON0072,0.942
CHK00007_014,CON0014,0.83
CHK00007_014,CON0026,0.693
CHK00007_015,CON0059,0.638
CHK00007_015,CON0039,0.89
CHK00007_015,CON0002,0.847
CHK00007_016,CON0008,0.996
CHK00007_016,CON0069,0.961
CHK00007_017,CON0053,0.669
CHK00007_017,CON0047,0.95
CHK00007_017,CON0048,0.626
CHK00007_018,CON0067,0.837
CHK00007_018,CON0016,0.534
CHK00007_019,CON0069,0.628
CHK00007_019,CON0054,0.538
CHK00007_019,CON0068,0.676
CHK00008_000,CON0006,0.641
CHK00008_000,CON0031,0.541
CHK00008_000,CON0005,0.53
CHK00008_001,CON0029,0.591
CHK00008_001,CON0073,0.759
CHK00008_002,CON0038,0.437
CHK00008_002,CON0035,0.969
CHK00008_003,CON0048,0.591
CHK00008_003,CON0067,0.65
CHK00008_004,CON0038,0.915
CHK00008_005,CON0032,0.522
CHK00008_006,CON0011,0.835
CHK00008_006,CON0068,0.514
CHK00008_007,CON0038,0.527
CHK00008_007,CON0001,0.514
CHK00009_000,CON0048,0.72
CHK00009_000,CON0059,0.616
CHK00009_001,CON0040,0.622
CHK00009_001,CON0026,0.648
CHK00009_002,CON0074,0.491
CHK00009_002,CON0053,0.598
CHK00009_002,CON0037,0.628
CHK00009_003,CON0043,0.98
CHK00009_003,CON0032,0.785
CHK00009_003,CON0062,0.694
CHK00009_004,CON0007,0.903
CHK00009_004,CON0067,0.445
CHK00009_004,CON0004,0.891
CHK00009_005,CON0029,0.405
CHK00009_005,CON0008,0.703
CHK00009_005,CON0019,0.624
CHK00009_006,CON0035,0.41
CHK00009_006,CON0068,0.888
CHK00009_006,CON0036,0.804
CHK00009_007,CON0024,0.772
CHK00009_008,CON0072,0.994
CHK00009_008,CON0031,0.536
CHK00009_009,CON0048,0.686
CHK00009_009,CON0070,0.782
CHK00009_010,CON0042,0.937
CHK00009_010,CON0072,0.951
CHK00009_010,CON0012,0.538
CHK00009_011,CON0022,0.957
CHK00009_012,CON0050,0.957
CHK00009_013,CON0069,0.63
CHK00009_013,CON0042,0.844
CHK00009_014,CON0006,0.662
CHK00009_014,CON0012,0.903
CHK00009_015,CON0055,0.808
CHK00009_015,CON0023,0.796
CHK00009_016,CON0019,0.616
CHK00009_016,CON0049,0.455
CHK00009_016,CON0040,0.966
CHK00009_017,CON0071,0.645
CHK00009_017,CON0065,0.416
CHK00009_018,CON0001,0.648
CHK00009_018,CON0037,0.868
CHK00009_019,CON0021,0.561
CHK00009_019,CON0017,0.561
CHK00010_000,CON0063,0.517
CHK00010_000,CON0076,0.464
CHK00010_000,CON0078,0.583
CHK00010_001,CON0076,0.592
CHK00010_001,CON0017,0.968
CHK00010_001,CON0038,0.521
CHK00010_002,CON0062,0.596
CHK00010_002,CON0073,0.568
CHK00010_002,CON0031,0.872
CHK00010_003,CON0069,0.416
CHK00010_003,CON0023,0.836
CHK00010_003,CON0070,0.966
CHK00010_004,CON0019,0.873
CHK00010_004,CON0054,0.444
CHK00010_005,CON0069,0.874
CHK00010_005,CON0004,0.616
CHK00010_006,CON0045,0.5
CHK00010_007,CON0051,0.464
CHK00010_007,CON0042,0.459
CHK00010_007,CON0055,0.533
CHK00010_008,CON0075,0.607
CHK00010_008,CON0064,0.415
CHK00010_008,CON0019,0.463
CHK00010_009,CON0018,0.606
CHK00010_009,CON0044,0.871
CHK00010_009,CON0039,0.713
CHK00010_010,CON0014,0.789
CHK00010_010,CON0002,0.806
CHK00010_010,CON0043,0.499
CHK00010_011,CON0071,0.975
CHK00010_011,CON0054,0.539
CHK00010_012,CON0078,0.755
CHK00010_012,CON0025,0.633
CHK00010_012,CON0057,0.823
CHK00010_013,CON0046,0.596
CHK00010_014,CON0067,0.758
CHK00010_014,CON0040,0.767
CHK00010_015,CON0079,0.888
CHK00010_015,CON0022,0.824
CHK00010_016,CON0030,0.583
CHK00010_017,CON0049,0.692
CHK00010_017,CON0054,0.722
CHK00010_017,CON0023,0.951
CHK00011_000,CON0001,0.482
CHK00011_000,CON0062,0.889
CHK00011_001,CON0028,0.575
CHK00011_002,CON0072,0.73
CHK00011_002,CON0063,0.468
CHK00011_003,CON0056,0.994
CHK00011_003,CON0069,0.461
CHK00011_003,CON0027,0.898
CHK00011_004,CON0011,0.919
CHK00011_004,CON0056,0.47
CHK00011_005,CON0054,0.484
CHK00011_005,CON0021,0.524
CHK00011_005,CON0078,0.524
CHK00011_006,CON0037,0.56
CHK00011_006,CON0073,0.915
CHK00011_007,CON0007,0.92
CHK00011_007,CON0035,0.476
CHK00011_008,CON0050,0.746
CHK00011_008,CON0062,0.561
CHK00011_008,CON0018,0.649
CHK00011_009,CON0035,0.97
CHK00011_009,CON0047,0.596
CHK00011_009,CON0058,0.401
CHK00011_010,CON0045,0.639
CHK00011_010,CON0008,0.981
CHK00011_010,CON0068,0.895
CHK00011_011,CON0062,0.428
CHK00011_011,CON0043,0.776
CHK00011_011,CON0006,0.902
CHK00011_012,CON0000,0.521
CHK00011_012,CON0054,0.813
CHK00011_013,CON0047,0.799
CHK00012_000,CON0061,0.447
CHK00012_001,CON0043,0.816
CHK00012_001,CON0015,0.687
CHK00012_001,CON0054,0.537
CHK00012_002,CON0038,0.63
CHK00012_002,CON0017,0.888
CHK00012_003,CON0021,0.833
CHK00012_003,CON0056,0.777
CHK00012_003,CON0044,0.491
CHK00012_004,CON0044,0.589
CHK00012_004,CON0054,0.484
CHK00012_005,CON0076,0.867
CHK00012_005,CON0077,0.814
CHK00012_005,CON0036,0.909
CHK00012_006,CON0006,0.697
CHK00012_006,CON0030,0.468
CHK00012_007,CON0046,0.96
CHK00012_008,CON0002,0.752
CHK00012_009,CON0036,0.654
CHK00012_009,CON0064,0.641
CHK00012_009,CON0053,0.784
CHK00012_010,CON0026,0.596
CHK00012_010,CON0019,0.752
CHK00012_010,CON0068,0.858
CHK00012_011,CON0030,0.547
CHK00012_011,CON0007,0.955
CHK00012_012,CON0020,0.698
CHK00012_013,CON0015,0.601
CHK00012_013,CON0003,0.658
CHK00012_014,CON0009,0.706
CHK00012_014,CON0063,0.433
CHK00012_014,CON0058,0.916
CHK00012_015,CON0014,0.402
CHK00012_015,CON0029,0.915
CHK00012_015,CON0065,0.407
CHK00012_016,CON0053,0.549
CHK00012_016,CON0028,0.95
CHK00012_016,CON0041,0.592
CHK00013_000,CON0059,0.92
CHK00013_001,CON0037,0.738
CHK00013_002,CON0025,0.856
CHK00013_002,CON0069,0.547
CHK00013_003,CON0042,0.401
CHK00013_004,CON0018,0.827
CHK00013_005,CON0052,0.985
CHK00013_005,CON0047,0.451
CHK00013_005,CON0058,0.457
CHK00014_000,CON0050,0.591
CHK00014_000,CON0041,0.563
CHK00014_001,CON0021,0.67
CHK00014_002,CON0011,0.495
CHK00014_003,CON0045,0.638
CHK00014_004,CON0071,0.55
CHK00014_004,CON0070,0.677
CHK00014_005,CON0016,0.519
CHK00015_000,CON0016,0.943
CHK00015_000,CON0011,0.898
CHK00015_001,CON0006,0.954
CHK00015_001,CON0021,0.66
CHK00015_002,CON0035,0.568
CHK00015_003,CON0063,0.93
CHK00015_003,CON0052,0.687
CHK00015_004,CON0031,0.994
CHK00015_004,CON0069,0.869
CHK00015_004,CON0002,0.615
CHK00015_005,CON0076,0.418
CHK00015_005,CON0028,0.886
CHK00015_006,CON0074,0.984
CHK00015_006,CON0029,0.46
CHK00016_000,CON0022,0.542
CHK00016_001,CON0063,0.725
CHK00016_002,CON0000,0.951
CHK00016_002,CON0042,0.521
CHK00016_003,CON0018,0.916
CHK00016_003,CON0014,0.976
CHK00016_003,CON0067,0.624
CHK00016_004,CON0062,0.505
CHK00016_004,CON0040,0.981
CHK00016_005,CON0016,0.837
CHK00016_005,CON0022,0.969
CHK00017_000,CON0009,0.608
CHK00017_000,CON0030,0.592
CHK00017_001,CON0033,0.526
CHK00017_002,CON0000,0.429
CHK00017_003,CON0073,0.498
CHK00017_003,CON0028,0.444
CHK00017_004,CON0033,0.445
CHK00017_004,CON0013,0.502
CHK00017_005,CON0043,0.756
CHK00018_000,CON0026,0.646
CHK00018_000,CON0024,0.732
CHK00018_001,CON0070,0.433
CHK00018_001,CON0062,0.402
CHK00018_001,CON0019,0.453
CHK00018_002,CON0060,0.906
CHK00018_003,CON0048,0.512
CHK00018_003,CON0047,0.427
CHK00018_004,CON0012,0.885
CHK00018_004,CON0010,0.648
CHK00018_004,CON0044,0.854
CHK00019_000,CON0004,0.94
CHK00019_000,CON0064,0.88
CHK00019_000,CON0073,0.807
CHK00019_001,CON0027,0.885
CHK00019_002,CON0055,0.9
CHK00019_002,CON0025,0.555
CHK00019_002,CON0018,0.946
CHK00019_003,CON0050,0.914
CHK00019_003,CON0070,0.712
CHK00019_003,CON0041,0.95
CHK00019_004,CON0013,0.738
CHK00019_005,CON0073,0.684
CHK00019_005,CON0077,0.503
CHK00019_006,CON0030,0.847
CHK00019_006,CON0006,0.953
CHK00019_007,CON0039,0.906
CHK00019_007,CON0035,0.915
CHK00019_008,CON0056,0.562
CHK00019_008,CON0041,0.65
CHK00019_009,CON0052,0.845
CHK00019_010,CON0051,0.928
CHK00019_010,CON0017,0.417
CHK00019_010,CON0067,0.516
CHK00019_011,CON0046,0.823
CHK00019_012,CON0003,0.693
CHK00019_012,CON0030,0.668
CHK00019_012,CON0047,0.976
CHK00019_013,CON0036,0.416
CHK00019_014,CON0028,0.791
CHK00019_014,CON0026,0.708
CHK00019_014,CON0034,0.919
CHK00019_015,CON0022,0.761
CHK00019_016,CON0035,0.911
CHK00019_016,CON0054,0.675
CHK00019_016,CON0048,0.531
CHK00020_000,CON0043,0.993
CHK00020_001,CON0007,0.883
CHK00020_002,CON0049,0.75
CHK00020_002,CON0004,0.997
CHK00020_003,CON0060,0.58
CHK00020_003,CON0045,0.502
CHK00020_003,CON0064,0.795
CHK00020_004,CON0033,0.968
CHK00020_004,CON0071,0.94
CHK00020_004,CON0023,0.793
CHK00020_005,CON0033,0.576
CHK00020_005,CON0074,0.911
CHK00020_006,CON0009,0.7
CHK00020_006,CON0060,0.92
CHK00020_006,CON0024,0.629
CHK00020_007,CON0018,0.917
CHK00020_007,CON0040,0.508
CHK00021_000,CON0026,0.746
CHK00021_000,CON0021,0.495
CHK00021_001,CON0054,0.657
CHK00021_001,CON0051,0.686
CHK00021_002,CON0047,0.854
CHK00021_002,CON0001,0.719
CHK00021_002,CON0041,0.411
CHK00021_003,CON0049,0.702
CHK00021_004,CON0058,0.758
CHK00021_004,CON0066,0.603
CHK00021_005,CON0021,0.969
CHK00021_006,CON0021,0.827
CHK00021_006,CON0015,0.875
CHK00021_006,CON0046,0.625
CHK00021_007,CON0014,0.65
CHK00021_008,CON0019,0.817
CHK00021_008,CON0026,0.778
CHK00021_009,CON0079,0.468
CHK00021_009,CON0015,0.464
CHK00021_009,CON0036,0.519
CHK00022_000,CON0042,0.402
CHK00022_000,CON0030,0.803
CHK00022_001,CON0029,0.993
CHK00022_001,CON0058,0.578
CHK00022_002,CON0005,0.911
CHK00022_003,CON0001,0.911
CHK00022_004,CON0034,0.889
CHK00022_004,CON0011,0.51
CHK00022_004,CON0047,0.64
CHK00022_005,CON0014,0.48
CHK00022_006,CON0075,0.881
CHK00022_006,CON0061,0.807
CHK00022_007,CON0056,0.438
CHK00022_007,CON0005,0.793
CHK00022_008,CON0079,0.797
CHK00022_008,CON0012,0.549
CHK00022_008,CON0055,0.607
CHK00022_009,CON0063,0.445
CHK00022_009,CON0021,0.695
CHK00022_010,CON0051,0.447
CHK00022_010,CON0030,0.667
CHK00023_000,CON0071,0.729
CHK00023_001,CON0071,0.97
CHK00023_001,CON0026,0.618
CHK00023_001,CON0058,0.433
CHK00023_002,CON0028,0.613
CHK00023_002,CON0000,0.78
CHK00023_002,CON0043,0.88
CHK00023_003,CON0052,0.767
CHK00023_003,CON0013,0.513
CHK00023_003,CON0032,0.958
CHK00023_004,CON0053,0.428
CHK00023_005,CON0075,0.978
CHK00023_005,CON0064,0.403
CHK00023_005,CON0017,0.842
CHK00023_006,CON0013,0.632
CHK00023_007,CON0035,0.639
CHK00023_008,CON0065,0.916
CHK00023_008,CON0038,0.827
CHK00023_008,CON0070,0.961
CHK00023_009,CON0044,0.989
CHK00023_009,CON0016,0.79
CHK00023_010,CON0053,0.926
CHK00023_010,CON0068,0.653
CHK00023_010,CON0036,0.408
CHK00023_011,CON0007,0.52
CHK00023_012,CON0037,0.522
CHK00023_013,CON0013,0.921
CHK00023_013,CON0078,0.844
CHK00023_014,CON0040,0.408
CHK00023_014,CON0070,0.551
CHK00023_014,CON0006,0.772
CHK00023_015,CON0057,0.99
CHK00023_015,CON0022,0.445
CHK00023_016,CON0035,0.559
CHK00023_016,CON0071,0.497
CHK00023_017,CON0019,0.957
CHK00023_018,CON0070,0.87
CHK00023_018,CON0045,0.591
CHK00023_018,CON0009,0.532
CHK00023_019,CON0069,0.642
CHK00023_019,CON0068,0.61
CHK00024_000,CON0001,0.667
CHK00024_000,CON0014,0.943
CHK00024_000,CON0044,0.768
CHK00024_001,CON0049,0.554
CHK00024_002,CON0062,0.578
CHK00024_002,CON0005,0.791
CHK00024_003,CON0068,0.526
CHK00024_003,CON0000,0.778
CHK00024_003,CON0008,0.528
CHK00024_004,CON0019,0.83
CHK00024_004,CON0003,0.423
CHK00024_004,CON0058,0.444
CHK00024_005,CON0052,0.671
CHK00024_005,CON0049,0.643
CHK00024_006,CON0068,0.404
CHK00024_007,CON0009,0.464
CHK00024_007,CON0045,0.872
CHK00024_007,CON0064,0.581
CHK00024_008,CON0020,0.532
CHK00024_008,CON0068,0.848
CHK00024_009,CON0071,0.425
CHK00024_009,CON0018,0.744
CHK00024_009,CON0015,0.636
CHK00024_010,CON0044,0.943
CHK00024_010,CON0027,0.911
CHK00024_010,CON0052,0.485
CHK00024_011,CON0072,0.677
CHK00024_011,CON0006,0.73
CHK00024_011,CON0070,0.574
CHK00024_012,CON0016,0.46
CHK00024_012,CON0030,0.772
CHK00024_013,CON0074,0.74
CHK00024_013,CON0019,0.885
CHK00024_013,CON0072,0.975
CHK00024_014,CON0055,0.566
CHK00024_015,CON0039,0.731
CHK00024_015,CON0062,0.505
CHK00025_000,CON0009,0.779
CHK00025_000,CON0002,0.888
CHK00025_000,CON0064,0.747
CHK00025_001,CON0060,0.635
CHK00025_001,CON0019,0.935
CHK00025_001,CON0046,0.754
CHK00025_002,CON0064,0.798
CHK00025_002,CON0001,0.909
CHK00025_003,CON0072,0.969
CHK00025_004,CON0029,0.559
CHK00025_004,CON0008,0.54
CHK00025_005,CON0005,0.462
CHK00025_005,CON0041,0.981
CHK00025_006,CON0048,0.792
CHK00025_006,CON0046,0.901
CHK00025_006,CON0075,0.71
CHK00025_007,CON0062,0.932
CHK00025_007,CON0061,0.404
CHK00025_008,CON0020,0.617
CHK00025_009,CON0014,0.805
CHK00025_009,CON0061,0.687
CHK00025_010,CON0073,0.755
CHK00025_011,CON0021,0.555
CHK00025_012,CON0021,0.898
CHK00025_012,CON0028,0.761
CHK00026_000,CON0002,0.521
CHK00026_001,CON0064,0.689
CHK00026_001,CON0015,0.478
CHK00026_001,CON0011,0.762
CHK00026_002,CON0047,0.819
CHK00026_002,CON0005,0.657
CHK00026_003,CON0010,0.57
CHK00026_004,CON0048,0.793
CHK00026_005,CON0032,0.654
CHK00026_005,CON0033,0.619
CHK00026_005,CON0068,0.565
CHK00026_006,CON0061,0.747
CHK00026_006,CON0032,0.865
CHK00026_006,CON0039,0.639
CHK00026_007,CON0020,0.705
CHK00026_007,CON0012,0.872
CHK00026_007,CON0027,0.881
CHK00026_008,CON0000,0.683
CHK00026_008,CON0011,0.76
CHK00026_008,CON0018,0.453
CHK00026_009,CON0049,0.794
CHK00026_009,CON0051,0.572
CHK00026_009,CON0078,0.978
CHK00026_010,CON0066,0.42
CHK00026_010,CON0036,0.76
CHK00026_010,CON0024,0.709
CHK00026_011,CON0020,0.452
CHK00026_012,CON0011,0.73
CHK00027_000,CON0022,0.704
CHK00027_000,CON0052,0.735
CHK00027_001,CON0073,0.98
CHK00027_001,CON0032,0.738
CHK00027_001,CON0056,0.862
CHK00027_002,CON0048,0.78
CHK00027_003,CON0068,0.549
CHK00027_003,CON0001,0.456
CHK00027_003,CON0033,0.804
CHK00027_004,CON0073,0.561
CHK00027_005,CON0033,0.524
CHK00027_006,CON0010,0.805
CHK00027_007,CON0035,0.991
CHK00027_007,CON0062,0.95
CHK00027_007,CON0023,0.568
CHK00027_008,CON0069,0.701
CHK00027_008,CON0004,0.636
CHK00027_009,CON0040,0.407
CHK00027_009,CON0001,0.526
CHK00027_010,CON0033,0.558
CHK00027_010,CON0023,0.562
CHK00027_010,CON0070,0.975
CHK00027_011,CON0046,0.568
CHK00027_011,CON0051,0.508
CHK00027_012,CON0055,0.488
CHK00027_012,CON0048,0.975
CHK00027_012,CON0025,0.49
CHK00028_000,CON0050,0.459
CHK00028_001,CON0060,0.67
CHK00028_001,CON0012,0.601
CHK00028_002,CON0044,0.92
CHK00028_003,CON0022,0.595
CHK00028_003,CON0036,0.706
CHK00028_003,CON0045,0.865
CHK00028_004,CON0059,0.921
CHK00028_004,CON0018,0.784
CHK00028_005,CON0037,0.763
CHK00028_005,CON0034,0.637
CHK00028_006,CON0016,0.837
CHK00028_007,CON0060,0.729
CHK00028_008,CON0039,0.548
CHK00028_008,CON0029,0.571
CHK00028_009,CON0004,0.798
CHK00028_010,CON0017,0.506
CHK00028_010,CON0069,0.759
CHK00028_011,CON0056,0.585
CHK00028_012,CON0044,0.572
CHK00028_013,CON0038,0.86
CHK00028_013,CON0001,0.879
CHK00028_014,CON0071,0.637
CHK00028_014,CON0055,0.498
CHK00028_015,CON0034,0.885
CHK00028_015,CON0036,0.648
CHK00028_015,CON0068,0.912
CHK00028_016,CON0057,0.695
CHK00028_016,CON0034,0.592
CHK00028_016,CON0079,0.491
CHK00028_017,CON0036,0.562
CHK00028_018,CON0039,0.999
CHK00028_018,CON0063,0.678
CHK00028_019,CON0007,0.56
CHK00029_000,CON0031,0.631
CHK00029_001,CON0066,0.8
CHK00029_002,CON0066,0.689
CHK00029_002,CON0015,0.579
CHK00029_002,CON0032,0.616
CHK00029_003,CON0001,0.877
CHK00029_003,CON0021,0.751
CHK00029_004,CON0060,0.623
CHK00029_004,CON0076,0.454
CHK00029_004,CON0019,0.495
CHK00029_005,CON0016,0.693
CHK00029_006,CON0017,0.691
CHK00029_006,CON0032,0.663
CHK00029_006,CON0005,0.577
CHK00029_007,CON0076,0.496
CHK00029_007,CON0070,0.719
CHK00029_008,CON0064,0.93
CHK00029_008,CON0048,0.772
CHK00029_008,CON0023,0.618
CHK00029_009,CON0049,0.81
CHK00029_009,CON0024,0.859
CHK00029_009,CON0067,0.492
CHK00029_010,CON0005,0.901
CHK00029_011,CON0012,0.419
CHK00029_012,CON0001,0.958
CHK00029_013,CON0047,0.894
CHK00029_013,CON0007,0.559
CHK00029_014,CON0066,0.458
CHK00029_015,CON0031,0.735
CHK00029_015,CON0072,0.735
CHK00029_015,CON0022,0.848
CHK00029_016,CON0051,0.795
CHK00029_016,CON0064,0.72
CHK00029_016,CON0043,0.76
CHK00029_017,CON0041,0.544
CHK00029_017,CON0077,0.727
CHK00029_018,CON0004,0.41
CHK00029_018,CON0036,0.481
CHK00029_018,CON0076,0.934
CHK00029_019,CON0035,0.734
CHK00029_019,CON0070,0.956
CHK00029_019,CON0065,0.493
CHK00030_000,CON0011,0.64
CHK00030_000,CON0073,0.951
CHK00030_001,CON0022,0.895
CHK00030_001,CON0062,0.814
CHK00030_002,CON0073,0.868
CHK00030_002,CON0048,0.953
CHK00030_002,CON0010,0.601
CHK00030_003,CON0039,0.715
CHK00030_004,CON0006,0.804
CHK00030_005,CON0016,0.602
CHK00030_006,CON0010,0.701
CHK00030_006,CON0051,0.864
CHK00030_007,CON0073,0.737
CHK00030_007,CON0025,0.998
CHK00030_008,CON0041,0.454
CHK00030_008,CON0073,0.803
CHK00031_000,CON0079,0.664
CHK00031_000,CON0018,0.955
CHK00031_001,CON0014,0.844
CHK00031_002,CON0039,0.67
CHK00031_003,CON0070,0.774
CHK00031_003,CON0061,0.995
CHK00031_004,CON0067,0.502
CHK00031_004,CON0005,0.57
CHK00031_004,CON0032,0.874
CHK00031_005,CON0046,0.411
CHK00031_005,CON0013,0.92
CHK00031_006,CON0068,0.519
CHK00031_006,CON0011,0.98
CHK00031_006,CON0023,0.736
