order_id,customer_id,product_id,amount,order_date,channel,status
O0000076,C000789,P00033,405.19,2024-04-21T00:33:00,marketplace,shipped
O0000077,C001240,P00024,239.43,2024-06-30T16:14:00,web,shipped
O0000078,C001088,P00128,877.78,2024-04-30T03:10:00,mobile_app,returned
O0000079,C001104,P00000,171.02,2025-11-25T22:09:00,marketplace,delivered
O0000080,C000088,P00178,232.25,2025-06-26T14:38:00,marketplace,delivered
O0000081,C000780,P00089,1361.76,2025-08-26T23:46:00,web,delivered
O0000082,C000521,P00122,219.66,2024-08-26T02:51:00,marketplace,delivered
O0000083,C000011,P00181,167.43,2024-01-08T19:43:00,web,delivered
O0000084,C000768,P00167,329.21,2024-07-29T23:28:00,marketplace,delivered
O0000085,C000316,P00109,319.08,2025-10-29T19:58:00,store,shipped
O0000086,C000867,P00144,121.08,2025-01-09T20:53:00,marketplace,delivered
O0000087,C000846,P00141,353.2,2025-07-24T16:28:00,store,delivered
O0000088,C000990,P00064,187.33,2024-11-10T19:43:00,marketplace,delivered
O0000089,C001350,P00030,451.87,2024-08-23T15:14:00,web,delivered
O0000090,C000820,P00086,450.35,2025-07-17T20:57:00,mobile_app,delivered
O0000091,C001302,P00001,301.96,2024-04-03T04:57:00,marketplace,delivered
O0000092,C000538,P00056,294.09,2025-01-14T02:43:00,web,delivered
O0000093,C000820,P00157,203.38,2025-11-02T17:47:00,web,returned
O0000094,C000358,P00163,307.6,2025-05-21T14:59:00,mobile_app,shipped
O0000095,C001061,P00073,1298.97,2024-07-18T01:08:00,mobile_app,delivered
O0000096,C001380,P00009,487.33,2025-01-03T08:09:00,mobile_app,delivered
O0000097,C000565,P00199,661.88,2025-02-13T12:03:00,marketplace,delivered
O0000098,C001060,P00003,89.2,2025-12-21T02:20:00,store,delivered
O0000099,C001145,P00149,135.74,2024-12-22T11:51:00,mobile_app,delivered
O0000100,C000398,P00116,379.64,2025-02-17T19:37:00,store,delivered
O0000101,C001036,P00027,837.09,2025-07-26T02:28:00,store,delivered
O0000102,C000239,P00131,1039.29,2024-09-20T18:21:00,store,delivered
O0000103,C000772,P00144,121.08,2025-05-10T08:18:00,marketplace,delivered
O0000104,C001201,P00007,305.62,2025-05-08T03:58:00,web,delivered
O0000105,C000451,P00173,426.68,2025-12-19T07:50:00,marketplace,returned
O0000106,C001057,P00137,416.17,2024-01-10T23:55:00,mobile_app,delivered
O0000107,C000817,P00172,32.28,2024-12-16T02:35:00,mobile_app,delivered
O0000108,C000724,P00055,138.36,2025-08-10T09:11:00,mobile_app,delivered
O0000109,C000408,P00060,72.15,2024-09-04T09:03:00,mobile_app,delivered
O0000110,C000511,P00158,418.68,2024-12-30T05:19:00,web,returned
O0000111,C001384,P00169,219.26,2025-05-19T20:57:00,web,shipped
O0000112,C000760,P00158,1256.04,2024-11-18T16:48:00,store,delivered
O0000113,C001046,P00071,1287.81,2025-02-11T07:34:00,mobile_app,delivered
O0000114,C000866,P00122,658.98,2025-07-07T01:06:00,store,delivered
O0000115,C001405,P00198,387.21,2024-06-27T15:36:00,marketplace,delivered
O0000116,C000017,P00003,178.4,2025-11-21T07:11:00,web,delivered
O0000117,C001254,P00066,124.76,2024-07-10T18:43:00,mobile_app,delivered
O0000118,C001255,P00087,663.92,2025-01-09T06:16:00,marketplace,delivered
O0000119,C001435,P00192,497.5,2025-01-16T12:27:00,store,delivered
O0000120,C001170,P00033,405.19,2025-08-12T23:24:00,web,delivered
O0000121,C000482,P00142,24.51,2025-03-18T13:00:00,mobile_app,shipped
O0000122,C000306,P00121,948.98,2024-01-10T06:01:00,marketplace,delivered
O0000123,C001291,P00132,386.46,2025-06-30T10:46:00,store,delivered
O0000124,C001162,P00012,81.03,2025-02-11T03:22:00,web,delivered
O0000125,C000520,P00121,948.98,2025-10-06T03:17:00,store,delivered
O0000126,C000737,P00143,345.66,2025-07-24T08:47:00,web,delivered
O0000127,C000719,P00173,1280.04,2025-09-12T06:47:00,mobile_app,cancelled
O0000128,C000582,P00090,1109.04,2024-11-28T22:58:00,marketplace,delivered
O0000129,C000915,P00020,188.66,2025-01-25T20:56:00,marketplace,delivered
O0000130,C000296,P00042,925.68,2025-10-17T11:30:00,marketplace,shipped
O0000131,C000146,P00020,188.66,2024-06-14T11:43:00,store,delivered
O0000132,C000596,P00181,111.62,2024-09-30T20:39:00,store,shipped
O0000133,C000743,P00191,705.08,2025-08-24T17:46:00,marketplace,delivered
O0000134,C000047,P00032,474.79,2024-08-28T22:35:00,web,delivered
O0000135,C000813,P00026,971.0,2024-04-07T02:10:00,web,delivered
O0000136,C000813,P00134,349.12,2024-03-26T03:32:00,mobile_app,delivered
O0000137,C000798,P00079,340.21,2024-08-22T08:26:00,marketplace,delivered
O0000138,C000268,P00134,349.12,2024-06-23T00:58:00,store,shipped
O0000139,C000666,P00121,474.49,2025-04-23T18:27:00,marketplace,delivered
O0000140,C001428,P00138,434.82,2024-06-30T20:10:00,marketplace,delivered
O0000141,C001302,P00144,363.24,2025-03-21T17:52:00,store,returned
O0000142,C000986,P00138,289.88,2024-08-20T03:03:00,store,delivered
O0000143,C000532,P00039,459.0,2024-11-06T00:21:00,mobile_app,delivered
O0000144,C000960,P00136,626.56,2024-01-09T23:28:00,marketplace,delivered
O0000145,C000881,P00074,456.2,2025-09-03T07:53:00,store,delivered
O0000146,C001148,P00111,247.34,2025-02-08T08:31:00,marketplace,shipped
O0000147,C000451,P00067,92.9,2024-03-22T14:24:00,store,delivered
O0000148,C001089,P00068,175.4,2025-02-26T06:25:00,mobile_app,delivered
O0000149,C000226,P00163,615.2,2025-04-11T21:05:00,store,delivered
O0000150,C001007,P00048,24.2,2024-11-24T00:39:00,web,returned
O0000151,C000045,P00047,76.21,2024-04-14T09:37:00,mobile_app,delivered
O0000152,C001489,P00002,476.07,2024-08-26T03:04:00,web,delivered
O0000153,C000700,P00107,161.61,2024-11-15T17:00:00,marketplace,delivered
O0000154,C000064,P00084,431.44,2024-03-23T04:59:00,store,delivered
O0000155,C000146,P00139,103.33,2025-04-26T06:11:00,store,shipped
O0000156,C000025,P00031,129.08,2024-09-11T13:08:00,mobile_app,delivered
O0000157,C000068,P00050,1347.09,2025-04-16T03:12:00,mobile_app,delivered
O0000158,C001395,P00079,340.21,2024-11-26T05:24:00,web,delivered
O0000159,C001307,P00076,357.81,2024-07-22T12:18:00,mobile_app,cancelled
O0000160,C000483,P00162,402.12,2025-03-20T11:04:00,mobile_app,delivered
O0000161,C001197,P00030,451.87,2025-02-09T08:17:00,web,delivered
O0000162,C001414,P00121,474.49,2025-12-05T20:21:00,store,delivered
O0000163,C000509,P00040,182.1,2025-05-26T03:07:00,store,returned
O0000164,C001280,P00015,89.56,2024-03-02T12:08:00,web,delivered
O0000165,C000476,P00081,282.92,2025-07-25T22:00:00,marketplace,delivered
O0000166,C000043,P00176,255.93,2025-01-21T12:13:00,store,shipped
O0000167,C000993,P00180,161.45,2025-03-24T19:04:00,marketplace,delivered
O0000168,C000382,P00139,206.66,2024-12-22T11:02:00,store,shipped
O0000169,C001226,P00141,1059.6,2024-06-13T02:21:00,mobile_app,delivered
O0000170,C000539,P00138,144.94,2025-01-10T15:29:00,marketplace,delivered
O0000171,C000038,P00158,418.68,2025-01-07T21:10:00,store,delivered
O0000172,C001348,P00137,1248.51,2025-01-31T06:28:00,marketplace,delivered
O0000173,C000315,P00156,816.82,2024-10-16T11:00:00,store,delivered
O0000174,C001071,P00168,489.06,2024-03-09T01:29:00,mobile_app,shipped
O0000175,C000413,P00027,279.03,2025-05-12T06:32:00,web,delivered
O0000176,C000795,P00168,1467.18,2025-05-16T17:56:00,store,delivered
O0000177,C000452,P00155,439.85,2024-03-13T00:26:00,marketplace,returned
O0000178,C000163,P00119,68.82,2025-10-16T02:04:00,marketplace,shipped
O0000179,C001450,P00014,311.52,2025-09-23T09:04:00,web,delivered
O0000180,C000622,P00019,322.72,2024-08-09T17:43:00,web,delivered
O0000181,C001088,P00098,639.39,2024-07-13T06:35:00,mobile_app,delivered
O0000182,C000366,P00142,24.51,2025-07-25T14:10:00,store,delivered
O0000183,C001438,P00170,176.15,2025-03-13T03:33:00,mobile_app,delivered
O0000184,C001033,P00086,1351.05,2025-11-04T05:23:00,marketplace,returned
O0000185,C000645,P00140,833.18,2024-11-28T12:41:00,marketplace,shipped
O0000186,C000662,P00155,1319.55,2024-09-03T19:13:00,mobile_app,delivered
O0000187,C001126,P00190,347.94,2024-09-17T12:17:00,marketplace,returned
O0000188,C000000,P00185,987.09,2024-02-05T09:42:00,web,delivered
O0000189,C000618,P00001,150.98,2024-11-03T07:34:00,store,delivered
O0000190,C001412,P00070,256.92,2025-07-20T17:27:00,mobile_app,delivered
O0000191,C000942,P00091,174.87,2024-06-08T04:43:00,store,shipped
O0000192,C000511,P00059,37.48,2024-09-19T10:15:00,marketplace,delivered
O0000193,C000445,P00187,845.88,2024-03-20T11:04:00,mobile_app,delivered
O0000194,C001412,P00179,145.71,2025-08-13T03:15:00,store,delivered
O0000195,C001180,P00097,115.02,2024-03-21T01:54:00,store,shipped
O0000196,C000889,P00106,1480.98,2024-05-03T07:44:00,web,delivered
O0000197,C001294,P00097,345.06,2024-02-25T10:24:00,web,delivered
O0000198,C001156,P00038,429.03,2024-11-30T17:08:00,mobile_app,delivered
O0000199,C001498,P00100,1279.05,2025-04-01T20:18:00,web,delivered
O0000200,C000593,P00100,426.35,2024-05-31T04:30:00,web,delivered
O0000201,C000100,P00140,416.59,2025-02-12T08:57:00,marketplace,delivered
O0000202,C001429,P00033,1215.57,2024-05-18T16:24:00,mobile_app,delivered
O0000203,C001335,P00146,236.49,2024-07-19T19:09:00,mobile_app,delivered
O0000204,C000545,P00198,1161.63,2025-03-16T11:02:00,web,delivered
O0000205,C000847,P00108,246.35,2025-01-09T11:53:00,store,delivered
O0000206,C001342,P00006,353.73,2024-11-08T05:46:00,marketplace,delivered
O0000207,C000902,P00011,52.48,2024-08-27T06:48:00,mobile_app,delivered
O0000208,C000175,P00028,1448.97,2024-02-25T08:17:00,mobile_app,shipped
O0000209,C000589,P00003,89.2,2024-12-17T23:40:00,store,delivered
O0000210,C000046,P00084,431.44,2024-08-02T18:21:00,mobile_app,delivered
O0000211,C000529,P00140,416.59,2025-05-09T21:15:00,web,delivered
O0000212,C001358,P00134,349.12,2024-02-14T08:43:00,web,delivered
O0000213,C001426,P00158,837.36,2024-10-04T01:48:00,web,delivered
O0000214,C001352,P00069,146.11,2025-11-09T22:31:00,web,delivered
O0000215,C001329,P00098,639.39,2024-08-24T12:59:00,web,returned
O0000216,C000992,P00152,370.58,2025-06-28T03:00:00,mobile_app,delivered
O0000217,C000937,P00143,345.66,2024-01-23T01:21:00,store,delivered
O0000218,C000805,P00190,173.97,2024-06-09T00:37:00,store,delivered
O0000219,C000619,P00060,72.15,2025-05-28T09:24:00,store,shipped
O0000220,C000060,P00142,24.51,2024-10-13T07:41:00,store,shipped
O0000221,C001345,P00035,1495.95,2024-03-30T13:02:00,mobile_app,delivered
O0000222,C001173,P00039,1377.0,2025-03-12T10:39:00,store,delivered
O0000223,C000269,P00052,431.31,2025-10-30T04:43:00,mobile_app,shipped
O0000224,C000632,P00176,511.86,2025-06-20T04:36:00,mobile_app,delivered
O0000225,C001156,P00040,182.1,2024-11-21T02:18:00,web,delivered
O0000226,C000298,P00186,369.7,2024-01-31T10:52:00,marketplace,delivered
O0000227,C001304,P00189,61.44,2024-10-07T05:11:00,web,delivered
O0000228,C000053,P00195,231.24,2025-09-18T21:03:00,mobile_app,delivered
O0000229,C000472,P00175,168.79,2024-01-27T12:15:00,marketplace,delivered
O0000230,C001238,P00120,87.67,2025-10-27T12:45:00,marketplace,delivered
O0000231,C000281,P00041,285.46,2024-07-16T07:43:00,marketplace,delivered
O0000232,C000030,P00069,146.11,2025-02-26T07:35:00,mobile_app,delivered
O0000233,C000899,P00157,203.38,2025-05-16T23:28:00,marketplace,shipped
O0000234,C000875,P00103,868.82,2024-02-12T20:45:00,store,delivered
O0000235,C001171,P00152,370.58,2025-07-03T17:55:00,web,delivered
O0000236,C000086,P00062,257.0,2025-06-15T18:21:00,web,delivered
O0000237,C001057,P00195,231.24,2025-10-07T01:40:00,store,delivered
O0000238,C000623,P00198,387.21,2024-10-19T15:44:00,marketplace,delivered
O0000239,C000111,P00176,511.86,2025-06-13T04:51:00,marketplace,delivered
O0000240,C001025,P00028,1448.97,2024-07-03T19:58:00,mobile_app,delivered
O0000241,C000662,P00115,733.36,2024-01-26T06:06:00,mobile_app,shipped
O0000242,C000184,P00064,187.33,2024-11-27T23:36:00,web,delivered
O0000243,C001446,P00115,366.68,2025-10-11T12:23:00,marketplace,delivered
O0000244,C001047,P00156,1225.23,2024-06-12T12:55:00,marketplace,delivered
O0000245,C000349,P00085,98.24,2025-08-02T22:30:00,mobile_app,shipped
O0000246,C000366,P00196,58.34,2024-02-22T14:19:00,store,delivered
O0000247,C000913,P00073,432.99,2025-10-03T06:10:00,mobile_app,returned
O0000248,C000007,P00159,652.36,2024-09-16T00:25:00,marketplace,shipped
O0000249,C001113,P00001,150.98,2025-09-14T16:50:00,mobile_app,delivered
O0000250,C000974,P00116,379.64,2025-02-23T15:04:00,web,delivered
O0000251,C001120,P00071,1287.81,2025-09-26T21:27:00,mobile_app,delivered
O0000252,C000303,P00014,103.84,2025-10-30T11:54:00,mobile_app,shipped
O0000253,C001366,P00147,363.16,2025-09-09T10:11:00,web,delivered
O0000254,C000853,P00045,329.12,2024-06-14T22:56:00,mobile_app,returned
O0000255,C001185,P00092,453.73,2024-02-06T03:10:00,store,delivered
O0000256,C000776,P00017,393.51,2025-03-13T18:47:00,store,delivered
O0000257,C000249,P00177,613.86,2024-10-08T11:14:00,marketplace,delivered
O0000258,C001425,P00053,486.39,2025-09-18T01:59:00,web,delivered
O0000259,C001410,P00154,503.07,2024-10-21T14:34:00,store,delivered
O0000260,C001177,P00159,978.54,2024-12-28T04:25:00,marketplace,delivered
O0000261,C001294,P00127,197.91,2025-05-19T06:08:00,mobile_app,delivered
O0000262,C000396,P00000,171.02,2024-05-01T00:49:00,web,delivered
O0000263,C000424,P00157,203.38,2025-02-28T14:07:00,store,delivered
O0000264,C001305,P00054,153.74,2024-01-12T21:51:00,store,delivered
O0000265,C000138,P00078,389.22,2024-11-03T17:17:00,store,delivered
O0000266,C000233,P00175,337.58,2024-12-07T11:39:00,web,shipped
O0000267,C000397,P00084,862.88,2024-12-12T22:57:00,marketplace,delivered
O0000268,C001322,P00034,429.14,2025-05-08T05:18:00,store,delivered
O0000269,C000847,P00190,173.97,2024-02-27T17:47:00,store,delivered
O0000270,C000038,P00053,486.39,2025-08-14T23:23:00,store,delivered
O0000271,C000305,P00071,858.54,2024-02-01T11:34:00,mobile_app,delivered
O0000272,C000797,P00047,76.21,2025-09-01T03:59:00,store,delivered
O0000273,C000556,P00105,496.21,2024-03-29T16:57:00,store,delivered
O0000274,C000619,P00055,138.36,2025-06-21T10:19:00,web,delivered
O0000275,C000076,P00199,661.88,2024-07-25T03:09:00,web,delivered
O0000276,C001024,P00039,918.0,2024-07-13T11:36:00,store,delivered
O0000277,C000293,P00196,58.34,2024-04-10T17:37:00,mobile_app,delivered
O0000278,C000940,P00099,133.98,2025-06-18T03:57:00,store,returned
O0000279,C001407,P00152,741.16,2024-03-30T11:22:00,web,delivered
O0000280,C001349,P00190,521.91,2024-11-15T00:46:00,store,delivered
O0000281,C000429,P00082,152.75,2024-07-24T06:34:00,store,delivered
O0000282,C000903,P00171,420.32,2024-04-30T09:18:00,mobile_app,delivered
O0000283,C000031,P00159,326.18,2025-07-27T17:32:00,mobile_app,delivered
O0000284,C001125,P00081,282.92,2024-10-04T04:49:00,mobile_app,delivered
O0000285,C000637,P00156,816.82,2024-12-12T18:27:00,web,delivered
O0000286,C000964,P00172,21.52,2024-02-21T03:36:00,web,delivered
O0000287,C000802,P00045,658.24,2025-09-02T20:13:00,store,delivered
O0000288,C000405,P00182,280.78,2025-11-17T18:12:00,marketplace,delivered
O0000289,C000190,P00178,464.5,2025-04-24T03:19:00,store,delivered
O0000290,C001454,P00196,58.34,2025-04-21T16:03:00,mobile_app,delivered
O0000291,C001263,P00066,124.76,2025-01-07T13:22:00,store,delivered
O0000292,C000665,P00116,379.64,2025-05-14T01:01:00,marketplace,delivered
O0000293,C000980,P00118,117.0,2024-06-23T09:38:00,mobile_app,delivered
O0000294,C000830,P00182,842.34,2024-04-19T11:07:00,web,delivered
O0000295,C001091,P00118,234.0,2025-02-14T20:09:00,mobile_app,delivered
O0000296,C001122,P00040,60.7,2025-05-08T13:06:00,store,delivered
O0000297,C001421,P00151,549.93,2025-03-17T14:51:00,store,delivered
O0000298,C000483,P00044,439.56,2025-11-09T22:51:00,marketplace,delivered
O0000299,C001220,P00118,117.0,2024-11-29T18:56:00,marketplace,delivered
O0000300,C000831,P00017,1180.53,2025-09-04T03:42:00,marketplace,delivered
O0000301,C001320,P00169,219.26,2024-03-03T03:05:00,mobile_app,shipped
O0000302,C001302,P00000,85.51,2024-05-30T22:33:00,marketplace,delivered
O0000303,C000798,P00157,203.38,2025-08-14T15:15:00,mobile_app,delivered
O0000304,C000648,P00076,357.81,2025-08-06T23:11:00,marketplace,delivered
O0000305,C000705,P00022,668.01,2025-08-19T00:16:00,marketplace,shipped
O0000306,C000602,P00015,89.56,2025-01-13T18:44:00,web,delivered
O0000307,C000735,P00028,482.99,2024-10-15T01:03:00,marketplace,delivered
O0000308,C000807,P00160,141.18,2024-11-21T13:03:00,marketplace,delivered
O0000309,C000432,P00169,219.26,2024-06-26T16:12:00,mobile_app,delivered
O0000310,C000737,P00106,493.66,2024-06-06T09:50:00,mobile_app,delivered
O0000311,C001327,P00004,734.66,2024-05-27T16:36:00,mobile_app,delivered
O0000312,C001315,P00106,1480.98,2025-04-11T23:44:00,marketplace,delivered
O0000313,C000930,P00130,657.04,2025-03-10T18:50:00,marketplace,delivered
O0000314,C000380,P00108,739.05,2025-09-11T00:15:00,marketplace,shipped
O0000315,C000484,P00182,561.56,2025-05-28T09:11:00,store,delivered
O0000316,C000077,P00145,453.91,2025-05-09T12:34:00,marketplace,returned
O0000317,C000163,P00036,326.56,2025-06-23T09:32:00,web,delivered
O0000318,C001249,P00022,222.67,2024-09-08T16:07:00,store,delivered
O0000319,C000703,P00136,626.56,2024-01-12T16:00:00,marketplace,delivered
O0000320,C000678,P00107,161.61,2024-12-27T10:03:00,mobile_app,delivered
O0000321,C001223,P00191,352.54,2024-11-07T19:14:00,web,delivered
O0000322,C001184,P00043,393.94,2025-08-09T01:45:00,web,delivered
O0000323,C000168,P00032,474.79,2025-06-01T02:37:00,store,delivered
O0000324,C000575,P00070,85.64,2024-09-20T00:29:00,mobile_app,returned
O0000325,C000309,P00168,489.06,2025-04-02T12:37:00,store,delivered
O0000326,C000483,P00124,376.31,2024-07-04T18:00:00,store,cancelled
O0000327,C000297,P00152,741.16,2024-06-06T16:55:00,marketplace,delivered
O0000328,C000901,P00185,329.03,2025-10-14T05:42:00,store,delivered
O0000329,C000541,P00193,130.87,2024-04-28T01:47:00,marketplace,delivered
O0000330,C000617,P00121,948.98,2025-06-29T07:58:00,marketplace,delivered
O0000331,C000297,P00135,213.33,2025-03-21T00:24:00,marketplace,delivered
O0000332,C000646,P00135,213.33,2025-11-30T01:24:00,store,returned
O0000333,C000884,P00156,408.41,2025-10-29T09:18:00,store,delivered
O0000334,C000201,P00065,639.06,2025-11-01T19:56:00,marketplace,delivered
O0000335,C000495,P00187,422.94,2025-11-19T20:05:00,store,delivered
O0000336,C000368,P00080,294.32,2025-07-14T00:21:00,web,delivered
O0000337,C000200,P00134,698.24,2024-04-16T23:23:00,store,delivered
O0000338,C000580,P00064,187.33,2024-07-16T01:09:00,web,delivered
O0000339,C001216,P00168,489.06,2024-08-10T20:27:00,web,delivered
O0000340,C001238,P00033,1215.57,2025-01-19T22:24:00,mobile_app,shipped
O0000341,C001424,P00047,152.42,2024-09-16T10:03:00,web,delivered
O0000342,C000566,P00196,58.34,2025-03-13T23:37:00,store,delivered
O0000343,C000151,P00070,171.28,2024-03-04T13:03:00,store,cancelled
O0000344,C000528,P00067,92.9,2024-07-01T15:02:00,marketplace,cancelled
O0000345,C000410,P00156,816.82,2025-02-06T06:05:00,web,delivered
O0000346,C000883,P00055,138.36,2025-09-20T21:57:00,marketplace,delivered
O0000347,C000211,P00008,94.53,2024-03-15T02:24:00,store,delivered
O0000348,C000038,P00127,65.97,2024-06-01T22:17:00,web,delivered
O0000349,C000545,P00038,858.06,2025-12-17T11:15:00,web,delivered
O0000350,C001004,P00122,219.66,2025-03-22T13:47:00,mobile_app,delivered
O0000351,C001411,P00199,992.82,2025-05-08T04:08:00,store,delivered
O0000352,C000620,P00102,238.75,2024-02-26T21:34:00,store,delivered
O0000353,C000696,P00020,188.66,2025-04-15T09:53:00,mobile_app,delivered
O0000354,C000786,P00169,438.52,2024-07-14T10:12:00,web,delivered
O0000355,C000735,P00124,752.62,2024-03-27T21:35:00,mobile_app,delivered
O0000356,C000395,P00006,707.46,2025-08-30T08:08:00,marketplace,delivered
O0000357,C001107,P00164,1295.94,2024-11-11T17:03:00,marketplace,returned
O0000358,C000033,P00009,487.33,2024-12-13T01:54:00,web,delivered
O0000359,C000433,P00167,658.42,2025-11-14T17:51:00,mobile_app,delivered
O0000360,C000477,P00018,895.92,2024-02-07T04:49:00,web,delivered
O0000361,C001266,P00011,52.48,2024-09-05T23:56:00,web,delivered
O0000362,C000102,P00078,389.22,2024-04-09T15:34:00,mobile_app,shipped
O0000363,C000130,P00027,837.09,2024-04-26T16:58:00,mobile_app,delivered
O0000364,C000415,P00109,638.16,2024-12-11T23:09:00,store,delivered
O0000365,C001401,P00147,363.16,2025-07-12T04:41:00,mobile_app,delivered
O0000366,C001214,P00044,439.56,2024-12-09T02:09:00,store,delivered
O0000367,C000850,P00043,1181.82,2025-12-14T12:37:00,mobile_app,delivered
O0000368,C001191,P00010,996.0,2024-05-16T03:24:00,marketplace,delivered
