transaction_id,account_id,merchant_id,amount,timestamp,channel,category,status,is_fraud
TXN000000141,ACC0002859,MER00203,2497.22,2025-10-18T09:47:00,mobile_wallet,grocery,approved,0
TXN000000142,ACC0002782,MER00144,24.69,2025-07-14T10:30:00,mobile_wallet,healthcare,approved,0
TXN000000143,ACC0000461,MER00238,2760.87,2025-07-19T16:33:00,swipe,entertainment,approved,0
TXN000000144,ACC0000489,MER00195,552.76,2025-06-04T13:33:00,swipe,utilities,approved,0
TXN000000145,ACC0002830,MER00336,289.57,2025-06-24T17:16:00,online,entertainment,approved,0
TXN000000146,ACC0002175,MER00459,524.88,2025-02-07T17:19:00,online,travel,approved,0
TXN000000147,ACC0000537,MER00312,4687.3,2025-06-17T13:46:00,contactless,online_retail,approved,0
TXN000000148,ACC0000706,MER00218,1606.44,2025-05-01T03:24:00,mobile_wallet,travel,approved,0
TXN000000149,ACC0001806,MER00273,936.02,2025-07-29T14:39:00,contactless,education,approved,0
TXN000000150,ACC0001539,MER00462,449.97,2025-08-10T22:45:00,mobile_wallet,grocery,approved,0
TXN000000151,ACC0000556,MER00477,3724.24,2025-03-03T23:36:00,online,restaurant,approved,0
TXN000000152,ACC0000717,MER00126,3834.33,2025-04-23T07:50:00,chip,restaurant,approved,0
TXN000000153,ACC0000984,MER00490,4034.29,2025-01-28T13:22:00,contactless,online_retail,approved,0
TXN000000154,ACC0002523,MER00464,3118.97,2025-07-27T13:05:00,online,grocery,approved,0
TXN000000155,ACC0002028,MER00086,2689.55,2025-04-27T15:28:00,swipe,entertainment,approved,0
TXN000000156,ACC0000728,MER00158,932.06,2025-04-11T03:27:00,contactless,restaurant,approved,0
TXN000000157,ACC0002036,MER00120,3465.3,2025-07-28T04:50:00,swipe,online_retail,declined,0
TXN000000158,ACC0002324,MER00147,771.64,2025-10-20T12:44:00,online,online_retail,approved,0
TXN000000159,ACC0002668,MER00259,4377.11,2025-03-01T14:33:00,online,education,approved,0
TXN000000160,ACC0001671,MER00261,3078.12,2025-07-04T14:06:00,mobile_wallet,healthcare,approved,0
TXN000000161,ACC0001061,MER00342,3503.31,2025-04-08T08:39:00,online,grocery,approved,0
TXN000000162,ACC0000864,MER00099,3642.63,2025-02-21T06:14:00,contactless,utilities,approved,0
TXN000000163,ACC0000303,MER00151,1730.81,2025-07-09T00:48:00,contactless,utilities,approved,0
TXN000000164,ACC0001835,MER00288,4687.39,2025-04-19T07:58:00,mobile_wallet,restaurant,approved,0
TXN000000165,ACC0001752,MER00047,843.07,2025-01-15T23:02:00,contactless,utilities,approved,0
TXN000000166,ACC0002265,MER00414,1098.78,2025-06-06T07:47:00,contactless,subscription,approved,0
TXN000000167,ACC0002876,MER00471,2350.67,2025-02-12T19:47:00,contactless,utilities,approved,0
TXN000000168,ACC0000029,MER00100,3327.8,2025-05-03T11:02:00,mobile_wallet,grocery,pending,0
TXN000000169,ACC0001546,MER00311,1920.77,2025-08-07T07:46:00,swipe,subscription,approved,0
TXN000000170,ACC0000445,MER00090,2758.12,2025-06-05T19:46:00,swipe,utilities,approved,0
TXN000000171,ACC0001269,MER00148,2816.73,2025-04-18T00:01:00,contactless,healthcare,approved,0
TXN000000172,ACC0002748,MER00476,1334.27,2025-02-24T19:21:00,swipe,online_retail,approved,0
TXN000000173,ACC0002157,MER00437,730.06,2025-03-27T20:52:00,swipe,entertainment,approved,0
TXN000000174,ACC0001059,MER00072,4308.61,2025-01-03T14:38:00,contactless,subscription,approved,0
TXN000000175,ACC0001059,MER00238,3383.26,2025-07-27T12:07:00,mobile_wallet,entertainment,approved,0
TXN000000176,ACC0001209,MER00402,834.75,2025-05-28T09:03:00,contactless,education,pending,0
TXN000000177,ACC0002554,MER00343,458.4,2025-06-21T13:38:00,mobile_wallet,gas_station,approved,0
TXN000000178,ACC0002680,MER00334,3497.64,2025-09-16T04:49:00,swipe,online_retail,approved,0
TXN000000179,ACC0000137,MER00228,2696.44,2025-10-14T21:56:00,online,gas_station,approved,0
TXN000000180,ACC0001579,MER00199,4632.02,2025-08-18T18:35:00,chip,gas_station,approved,0
TXN000000181,ACC0000040,MER00435,502.85,2025-01-15T01:06:00,online,restaurant,approved,0
TXN000000182,ACC0000988,MER00216,4089.47,2025-07-25T22:14:00,mobile_wallet,subscription,pending,0
TXN000000183,ACC0002619,MER00366,1214.64,2025-03-22T16:23:00,online,travel,approved,0
TXN000000184,ACC0001248,MER00493,2634.14,2025-05-05T04:16:00,contactless,utilities,approved,0
TXN000000185,ACC0002067,MER00042,3063.54,2025-07-22T21:49:00,chip,online_retail,approved,0
TXN000000186,ACC0000811,MER00452,4150.68,2025-09-10T08:35:00,contactless,utilities,approved,0
TXN000000187,ACC0002121,MER00235,347.61,2025-04-14T07:09:00,mobile_wallet,gas_station,approved,0
TXN000000188,ACC0001619,MER00198,1457.83,2025-01-01T22:01:00,mobile_wallet,subscription,approved,0
TXN000000189,ACC0002796,MER00149,3508.97,2025-09-08T14:35:00,mobile_wallet,utilities,approved,0
TXN000000190,ACC0000887,MER00177,3037.26,2025-06-09T16:49:00,online,utilities,approved,0
TXN000000191,ACC0000218,MER00249,563.25,2025-09-04T07:58:00,mobile_wallet,education,pending,0
TXN000000192,ACC0002915,MER00232,1430.46,2025-08-26T03:41:00,contactless,education,approved,0
TXN000000193,ACC0000296,MER00497,2412.79,2025-09-25T01:18:00,swipe,utilities,approved,0
TXN000000194,ACC0001428,MER00428,2179.63,2025-05-04T20:00:00,swipe,entertainment,approved,0
TXN000000195,ACC0000240,MER00057,2955.03,2025-02-16T03:18:00,online,online_retail,approved,0
TXN000000196,ACC0002354,MER00171,3837.81,2025-07-15T10:09:00,chip,restaurant,approved,0
TXN000000197,ACC0002836,MER00324,785.32,2025-07-31T22:33:00,swipe,online_retail,approved,0
TXN000000198,ACC0000943,MER00116,1722.39,2025-01-21T01:52:00,mobile_wallet,education,approved,0
TXN000000199,ACC0000634,MER00114,40.17,2025-02-13T00:13:00,contactless,travel,pending,0
TXN000000200,ACC0000658,MER00494,4164.91,2025-01-24T07:51:00,swipe,online_retail,approved,0
TXN000000201,ACC0000274,MER00491,4282.72,2025-03-10T09:50:00,mobile_wallet,restaurant,approved,0
TXN000000202,ACC0001038,MER00133,4169.81,2025-07-14T12:07:00,mobile_wallet,restaurant,approved,0
TXN000000203,ACC0001743,MER00346,1248.36,2025-07-23T08:22:00,online,gas_station,approved,0
TXN000000204,ACC0002702,MER00263,4018.14,2025-09-03T09:52:00,online,utilities,approved,0
TXN000000205,ACC0000086,MER00023,4719.49,2025-08-19T11:22:00,contactless,online_retail,approved,0
TXN000000206,ACC0002467,MER00028,3422.9,2025-08-25T19:39:00,mobile_wallet,restaurant,approved,0
TXN000000207,ACC0000523,MER00303,2940.26,2025-03-24T19:32:00,contactless,education,approved,0
TXN000000208,ACC0002881,MER00464,3090.87,2025-08-04T11:52:00,swipe,grocery,approved,0
TXN000000209,ACC0001840,MER00342,129.3,2025-04-29T06:32:00,contactless,grocery,approved,0
TXN000000210,ACC0000324,MER00185,386.81,2025-06-07T05:29:00,contactless,grocery,approved,0
TXN000000211,ACC0000415,MER00302,3926.9,2025-05-17T17:36:00,swipe,utilities,approved,0
TXN000000212,ACC0002092,MER00041,705.72,2025-04-13T03:19:00,online,online_retail,approved,0
TXN000000213,ACC0001967,MER00208,3397.41,2025-02-03T18:31:00,contactless,grocery,declined,0
TXN000000214,ACC0001533,MER00326,2159.64,2025-05-24T18:17:00,chip,entertainment,approved,0
TXN000000215,ACC0002815,MER00391,1265.84,2025-10-27T14:46:00,mobile_wallet,healthcare,approved,0
TXN000000216,ACC0000312,MER00165,90.65,2025-08-22T16:30:00,online,entertainment,approved,0
TXN000000217,ACC0000486,MER00312,400.51,2025-09-08T15:30:00,chip,online_retail,approved,0
TXN000000218,ACC0002454,MER00268,1775.12,2025-01-16T14:11:00,swipe,entertainment,approved,0
TXN000000219,ACC0001871,MER00143,522.5,2025-07-16T20:43:00,online,restaurant,approved,0
TXN000000220,ACC0001114,MER00099,4655.51,2025-07-30T17:00:00,online,utilities,approved,0
TXN000000221,ACC0001480,MER00188,2848.85,2025-10-24T16:23:00,chip,healthcare,declined,0
TXN000000222,ACC0001649,MER00227,892.86,2025-08-24T09:17:00,swipe,subscription,approved,0
TXN000000223,ACC0002402,MER00107,2521.48,2025-05-04T13:17:00,chip,restaurant,pending,0
TXN000000224,ACC0002342,MER00189,4040.07,2025-07-25T15:11:00,contactless,subscription,approved,0
TXN000000225,ACC0001095,MER00159,3677.26,2025-03-30T05:03:00,contactless,healthcare,approved,0
TXN000000226,ACC0002752,MER00178,254.44,2025-06-28T01:10:00,contactless,healthcare,approved,0
TXN000000227,ACC0001583,MER00085,3546.2,2025-07-24T19:24:00,mobile_wallet,education,approved,0
TXN000000228,ACC0001020,MER00297,8269.07,2025-02-18T12:04:00,mobile_wallet,grocery,approved,1
TXN000000229,ACC0001154,MER00035,1477.43,2025-07-16T18:17:00,swipe,gas_station,approved,0
TXN000000230,ACC0001902,MER00259,1126.27,2025-06-16T08:49:00,online,education,approved,0
TXN000000231,ACC0002141,MER00238,3220.28,2025-10-26T07:53:00,online,entertainment,approved,0
TXN000000232,ACC0000582,MER00179,161.68,2025-09-27T19:08:00,online,subscription,approved,0
TXN000000233,ACC0001132,MER00392,994.39,2025-05-26T20:30:00,chip,grocery,approved,0
TXN000000234,ACC0001299,MER00022,3813.83,2025-06-21T03:18:00,contactless,restaurant,approved,0
TXN000000235,ACC0000325,MER00331,4608.65,2025-03-25T16:27:00,contactless,subscription,approved,0
TXN000000236,ACC0002339,MER00080,4686.23,2025-09-21T20:03:00,swipe,healthcare,approved,0
TXN000000237,ACC0002676,MER00427,4221.52,2025-08-03T03:36:00,mobile_wallet,grocery,approved,0
TXN000000238,ACC0002171,MER00210,70.93,2025-08-03T08:57:00,online,utilities,approved,0
TXN000000239,ACC0002740,MER00133,127.48,2025-01-21T14:53:00,online,restaurant,approved,0
TXN000000240,ACC0002893,MER00029,3730.83,2025-03-13T18:56:00,chip,restaurant,approved,0
TXN000000241,ACC0001468,MER00354,1265.49,2025-01-23T07:58:00,swipe,entertainment,approved,0
TXN000000242,ACC0002811,MER00052,3091.48,2025-04-09T09:46:00,swipe,healthcare,approved,0
TXN000000243,ACC0002292,MER00234,4847.16,2025-04-18T00:42:00,chip,subscription,approved,0
TXN000000244,ACC0002263,MER00115,4772.67,2025-03-05T20:49:00,swipe,restaurant,declined,0
TXN000000245,ACC0001022,MER00290,68.45,2025-10-28T08:48:00,mobile_wallet,utilities,approved,0
TXN000000246,ACC0002390,MER00138,1103.72,2025-02-13T01:43:00,mobile_wallet,grocery,approved,0
TXN000000247,ACC0000657,MER00198,2670.24,2025-07-17T16:34:00,contactless,subscription,approved,0
TXN000000248,ACC0001894,MER00156,3736.65,2025-06-29T16:44:00,online,education,approved,0
TXN000000249,ACC0001709,MER00248,4814.28,2025-02-24T21:05:00,online,entertainment,approved,0
TXN000000250,ACC0001334,MER00350,4943.39,2025-03-21T13:16:00,mobile_wallet,utilities,declined,0
TXN000000251,ACC0000954,MER00051,497.16,2025-06-18T06:03:00,online,online_retail,approved,0
TXN000000252,ACC0001399,MER00100,3077.46,2025-06-09T22:16:00,online,grocery,approved,0
TXN000000253,ACC0000037,MER00242,4589.9,2025-08-23T17:54:00,mobile_wallet,grocery,approved,0
TXN000000254,ACC0001833,MER00014,2957.44,2025-08-11T22:53:00,contactless,online_retail,declined,0
TXN000000255,ACC0001122,MER00436,85.78,2025-06-09T20:51:00,mobile_wallet,subscription,approved,0
TXN000000256,ACC0001010,MER00311,1337.95,2025-03-27T19:41:00,online,subscription,approved,0
TXN000000257,ACC0000257,MER00243,4417.76,2025-04-08T09:49:00,swipe,subscription,approved,0
TXN000000258,ACC0002973,MER00404,2435.86,2025-07-09T20:38:00,contactless,restaurant,approved,0
TXN000000259,ACC0000975,MER00435,3785.56,2025-10-03T15:14:00,chip,restaurant,pending,0
TXN000000260,ACC0000891,MER00268,2236.59,2025-08-15T15:24:00,mobile_wallet,entertainment,approved,0
TXN000000261,ACC0001757,MER00111,2508.08,2025-04-12T03:58:00,mobile_wallet,travel,approved,0
TXN000000262,ACC0001735,MER00040,227.23,2025-09-19T22:44:00,online,subscription,approved,0
TXN000000263,ACC0001961,MER00450,4431.35,2025-04-28T05:32:00,mobile_wallet,utilities,approved,0
TXN000000264,ACC0001403,MER00333,1287.69,2025-08-28T07:59:00,chip,entertainment,approved,0
TXN000000265,ACC0000748,MER00310,2222.7,2025-02-04T10:26:00,swipe,online_retail,approved,0
TXN000000266,ACC0000231,MER00141,3442.36,2025-02-18T13:41:00,online,online_retail,approved,0
TXN000000267,ACC0002244,MER00244,4623.77,2025-02-09T04:47:00,online,online_retail,approved,0
TXN000000268,ACC0001693,MER00466,4165.65,2025-06-02T14:18:00,swipe,grocery,approved,0
TXN000000269,ACC0000662,MER00344,2449.65,2025-09-30T01:07:00,chip,gas_station,approved,0
TXN000000270,ACC0000692,MER00124,2655.86,2025-05-03T08:01:00,swipe,subscription,approved,0
TXN000000271,ACC0000875,MER00108,4501.62,2025-08-06T05:55:00,online,entertainment,approved,0
TXN000000272,ACC0002533,MER00104,2835.62,2025-02-23T11:01:00,online,travel,approved,0
TXN000000273,ACC0002847,MER00033,431.33,2025-05-01T20:22:00,contactless,utilities,pending,0
TXN000000274,ACC0000922,MER00359,2341.27,2025-06-05T16:29:00,online,grocery,approved,0
TXN000000275,ACC0000256,MER00006,4813.42,2025-06-04T11:32:00,contactless,restaurant,approved,1
