account_id,customer_id,account_type,open_date,status,balance
ACC0000200,CUS001929,savings,2022-06-05,active,1161.27
ACC0000201,CUS000495,checking,2024-06-24,active,6307.53
ACC0000202,CUS000535,credit,2022-11-04,active,4790.77
ACC0000203,CUS001335,credit,2026-04-10,active,14246.45
ACC0000204,CUS001074,credit,2026-04-21,closed,4386.76
ACC0000205,CUS000472,savings,2022-06-01,active,25353.97
ACC0000206,CUS000799,checking,2023-04-10,active,35315.88
ACC0000207,CUS001472,money_market,2026-04-29,active,42567.84
ACC0000208,CUS001151,checking,2022-02-27,active,31476.68
ACC0000209,CUS001041,savings,2021-07-17,active,47921.04
ACC0000210,CUS001171,money_market,2022-04-07,active,49897.52
ACC0000211,CUS000852,money_market,2023-08-05,active,15802.27
ACC0000212,CUS000006,checking,2025-06-05,frozen,13445.87
ACC0000213,CUS000370,credit,2023-10-11,dormant,13295.32
ACC0000214,CUS000819,money_market,2023-09-29,active,35868.36
ACC0000215,CUS000185,checking,2022-06-10,dormant,2252.46
ACC0000216,CUS000689,checking,2023-11-04,active,12630.0
ACC0000217,CUS001987,money_market,2023-01-07,active,15813.02
ACC0000218,CUS001826,money_market,2024-05-03,active,29609.89
ACC0000219,CUS000178,money_market,2025-01-09,active,19598.01
ACC0000220,CUS001895,credit,2024-05-20,active,28454.3
ACC0000221,CUS001454,money_market,2025-06-18,active,41355.83
ACC0000222,CUS001491,money_market,2023-10-15,active,20077.24
ACC0000223,CUS000319,credit,2024-05-07,dormant,581.16
ACC0000224,CUS000715,credit,2023-10-17,active,36945.7
ACC0000225,CUS001611,savings,2021-07-12,closed,13818.14
ACC0000226,CUS000378,money_market,2021-09-21,active,26024.84
ACC0000227,CUS000503,checking,2025-02-26,active,26932.96
ACC0000228,CUS000355,savings,2022-03-26,closed,4584.91
ACC0000229,CUS000208,money_market,2026-01-03,active,30573.35
ACC0000230,CUS001063,savings,2021-12-09,active,36714.42
ACC0000231,CUS000529,credit,2024-06-14,dormant,13916.46
ACC0000232,CUS000621,checking,2023-09-02,active,2517.09
ACC0000233,CUS000322,checking,2024-05-07,active,15278.03
ACC0000234,CUS000042,money_market,2025-01-22,active,6248.28
ACC0000235,CUS000413,checking,2022-06-02,active,30189.32
ACC0000236,CUS001059,credit,2021-08-22,active,32321.73
ACC0000237,CUS001961,credit,2021-09-20,active,44971.63
ACC0000238,CUS000511,money_market,2026-04-29,active,1629.6
ACC0000239,CUS000785,checking,2023-07-14,active,3143.42
ACC0000240,CUS001374,checking,2023-09-03,active,36533.15
ACC0000241,CUS000794,money_market,2021-09-21,active,32993.85
ACC0000242,CUS000364,checking,2024-08-30,active,5767.1
ACC0000243,CUS000600,checking,2024-06-01,active,25272.24
ACC0000244,CUS001576,savings,2024-12-13,active,8214.38
ACC0000245,CUS001494,checking,2025-10-27,active,10878.3
ACC0000246,CUS000140,savings,2023-06-30,active,22071.7
ACC0000247,CUS001645,money_market,2023-06-03,active,8527.06
ACC0000248,CUS000335,money_market,2024-05-07,active,17402.77
ACC0000249,CUS001981,checking,2023-06-20,active,29092.93
ACC0000250,CUS001553,money_market,2026-01-06,active,20064.53
ACC0000251,CUS001901,savings,2022-11-21,active,13436.73
ACC0000252,CUS000578,checking,2021-11-29,active,47857.85
ACC0000253,CUS001874,credit,2024-05-07,active,15207.12
ACC0000254,CUS001351,checking,2024-03-06,active,5393.95
ACC0000255,CUS001313,credit,2026-03-06,active,23289.23
ACC0000256,CUS000068,credit,2024-09-22,active,41221.97
ACC0000257,CUS000727,checking,2022-12-31,active,3982.66
ACC0000258,CUS001858,savings,2025-08-17,active,27099.73
ACC0000259,CUS000661,credit,2023-08-08,active,35516.64
ACC0000260,CUS001531,checking,2023-06-19,active,24743.65
ACC0000261,CUS001827,savings,2024-11-21,active,31288.64
ACC0000262,CUS001715,savings,2021-07-13,active,38073.12
ACC0000263,CUS000643,money_market,2023-02-04,active,33992.16
ACC0000264,CUS000448,checking,2024-04-03,active,2528.13
ACC0000265,CUS000597,savings,2022-04-03,active,10376.55
ACC0000266,CUS001519,checking,2026-03-29,active,37197.02
ACC0000267,CUS001028,savings,2022-01-15,active,32827.54
ACC0000268,CUS000628,credit,2024-04-14,active,27670.23
ACC0000269,CUS000672,money_market,2025-04-14,active,24576.27
ACC0000270,CUS001157,checking,2024-05-13,active,4539.1
ACC0000271,CUS000990,checking,2023-09-25,closed,2269.48
ACC0000272,CUS000084,savings,2026-04-17,active,19099.07
ACC0000273,CUS001030,savings,2026-05-15,active,38371.2
ACC0000274,CUS001130,savings,2023-10-19,closed,13306.27
ACC0000275,CUS001730,credit,2023-01-19,active,21579.42
ACC0000276,CUS000482,money_market,2024-11-16,active,27655.34
ACC0000277,CUS001476,checking,2024-02-13,active,7813.69
ACC0000278,CUS001767,savings,2026-03-03,active,17350.39
ACC0000279,CUS001341,checking,2025-12-16,frozen,124.45
ACC0000280,CUS001115,credit,2026-01-04,dormant,1027.38
ACC0000281,CUS000451,checking,2025-05-14,frozen,43219.59
ACC0000282,CUS000177,savings,2021-12-13,active,2492.43
ACC0000283,CUS000442,checking,2026-03-27,active,29731.8
ACC0000284,CUS001777,savings,2023-05-03,active,29195.31
ACC0000285,CUS000050,checking,2026-01-18,active,28513.76
ACC0000286,CUS000244,credit,2023-01-11,active,20174.94
ACC0000287,CUS000704,savings,2023-07-09,active,16643.68
ACC0000288,CUS000905,money_market,2023-07-25,active,3130.47
ACC0000289,CUS001520,money_market,2023-02-10,active,42729.2
ACC0000290,CUS001454,credit,2025-05-02,active,22509.16
ACC0000291,CUS001898,checking,2021-10-18,frozen,2367.31
ACC0000292,CUS001444,credit,2023-07-19,active,48262.71
ACC0000293,CUS000234,credit,2022-04-06,closed,23462.24
ACC0000294,CUS001438,money_market,2022-05-24,active,6022.45
ACC0000295,CUS000579,savings,2021-06-29,dormant,1047.79
ACC0000296,CUS001106,checking,2023-07-15,active,43628.93
ACC0000297,CUS001899,savings,2025-07-12,active,31697.58
ACC0000298,CUS000021,credit,2026-01-26,active,13972.09
ACC0000299,CUS000404,savings,2022-07-16,active,6169.05
ACC0000300,CUS001770,money_market,2024-06-15,active,19425.84
ACC0000301,CUS000080,savings,2022-11-14,active,10930.11
ACC0000302,CUS001114,credit,2022-02-03,active,2575.09
ACC0000303,CUS001557,money_market,2024-07-31,active,20565.56
ACC0000304,CUS001263,savings,2025-08-04,active,1362.92
ACC0000305,CUS000544,money_market,2024-12-14,active,1590.47
ACC0000306,CUS001151,savings,2023-01-06,active,42630.99
ACC0000307,CUS001991,money_market,2022-04-07,active,7945.61
ACC0000308,CUS000541,savings,2023-04-14,closed,43708.92
ACC0000309,CUS000858,money_market,2023-04-14,frozen,26368.33
ACC0000310,CUS001366,credit,2022-07-08,active,42250.06
ACC0000311,CUS000026,money_market,2022-07-25,active,16529.34
ACC0000312,CUS000588,credit,2024-02-14,active,25216.48
ACC0000313,CUS001995,credit,2026-02-06,active,48303.38
ACC0000314,CUS001609,savings,2025-09-26,active,22354.61
ACC0000315,CUS001771,money_market,2023-02-22,active,38163.06
ACC0000316,CUS001089,savings,2024-09-23,active,41897.67
ACC0000317,CUS000508,money_market,2022-04-23,active,34295.04
ACC0000318,CUS000465,money_market,2023-04-17,active,7076.01
ACC0000319,CUS001130,checking,2026-03-29,active,35621.25
ACC0000320,CUS000060,credit,2025-12-24,frozen,15811.17
ACC0000321,CUS001696,savings,2023-09-21,active,21980.46
ACC0000322,CUS000549,checking,2021-10-19,closed,21802.64
ACC0000323,CUS001330,checking,2024-08-21,active,35116.15
ACC0000324,CUS001524,credit,2026-02-07,active,8565.88
ACC0000325,CUS001424,money_market,2025-08-09,closed,29348.28
ACC0000326,CUS000393,checking,2026-01-24,active,31297.37
ACC0000327,CUS000919,savings,2023-12-08,active,8239.93
ACC0000328,CUS001636,checking,2025-02-04,active,41010.23
ACC0000329,CUS001739,credit,2023-05-09,active,13610.45
ACC0000330,CUS000733,checking,2025-04-04,active,16105.28
ACC0000331,CUS001129,savings,2026-05-02,frozen,27634.76
ACC0000332,CUS001979,savings,2025-12-10,active,48898.73
ACC0000333,CUS001053,checking,2021-11-24,active,24641.53
ACC0000334,CUS001548,money_market,2022-05-29,active,45675.74
ACC0000335,CUS000787,money_market,2024-10-15,active,38185.45
ACC0000336,CUS000386,credit,2024-12-28,closed,49890.47
ACC0000337,CUS001853,credit,2025-12-18,active,48567.26
ACC0000338,CUS000273,savings,2024-04-06,active,11707.53
ACC0000339,CUS001031,credit,2025-08-10,frozen,24733.49
ACC0000340,CUS000136,checking,2026-06-02,active,23300.34
ACC0000341,CUS000458,money_market,2024-10-28,active,23827.56
ACC0000342,CUS001405,savings,2024-03-26,active,14925.07
ACC0000343,CUS001460,checking,2025-11-18,active,16919.6
ACC0000344,CUS001950,money_market,2023-03-18,active,32590.5
ACC0000345,CUS001108,savings,2025-07-07,active,47819.06
ACC0000346,CUS000819,savings,2022-07-31,active,26795.01
ACC0000347,CUS001821,checking,2022-10-04,active,32058.26
ACC0000348,CUS001073,checking,2022-02-28,active,2979.28
ACC0000349,CUS001107,money_market,2023-05-20,active,41363.88
ACC0000350,CUS000140,money_market,2023-06-07,active,13265.79
ACC0000351,CUS001988,savings,2024-02-01,active,28024.53
ACC0000352,CUS001289,checking,2024-08-07,active,16791.11
ACC0000353,CUS000156,credit,2021-12-29,active,23606.1
ACC0000354,CUS001266,money_market,2024-01-28,active,20467.08
ACC0000355,CUS001856,checking,2023-01-17,dormant,37287.4
ACC0000356,CUS001668,credit,2024-10-11,active,48262.22
ACC0000357,CUS000558,credit,2023-05-14,active,38197.68
ACC0000358,CUS001605,credit,2026-01-13,active,4917.11
ACC0000359,CUS001170,money_market,2023-08-23,active,18538.49
ACC0000360,CUS001233,savings,2025-11-15,active,11443.17
ACC0000361,CUS000116,savings,2023-11-07,active,40806.91
ACC0000362,CUS000654,checking,2022-04-20,active,15845.25
ACC0000363,CUS001753,savings,2022-02-16,active,13128.8
ACC0000364,CUS000253,savings,2025-03-22,active,14965.21
ACC0000365,CUS000887,checking,2024-11-15,active,10995.69
ACC0000366,CUS000761,savings,2025-02-05,active,36734.86
ACC0000367,CUS000433,checking,2025-10-24,active,25232.35
ACC0000368,CUS000267,savings,2025-12-02,active,48447.65
ACC0000369,CUS001158,credit,2025-03-12,frozen,36420.16
ACC0000370,CUS000103,credit,2024-08-03,closed,17637.0
ACC0000371,CUS000087,money_market,2024-07-18,active,43321.27
ACC0000372,CUS000843,checking,2023-05-23,active,1842.76
ACC0000373,CUS001813,checking,2025-07-04,frozen,6573.03
ACC0000374,CUS000657,savings,2024-11-04,active,19647.75
ACC0000375,CUS001399,credit,2022-06-25,active,9756.62
ACC0000376,CUS000781,credit,2025-06-26,active,1215.19
ACC0000377,CUS000576,savings,2026-06-01,active,31724.74
ACC0000378,CUS000057,credit,2022-05-23,active,16309.48
ACC0000379,CUS001706,savings,2024-06-04,active,10022.25
ACC0000380,CUS000174,checking,2022-04-19,active,47456.16
ACC0000381,CUS000860,checking,2023-09-09,active,12295.44
ACC0000382,CUS000981,savings,2024-11-05,active,16369.66
ACC0000383,CUS000597,credit,2021-12-30,active,24034.73
ACC0000384,CUS001768,credit,2021-07-22,closed,46261.54
ACC0000385,CUS001036,money_market,2024-12-02,active,21217.41
ACC0000386,CUS001923,savings,2022-12-01,closed,2413.94
ACC0000387,CUS000291,savings,2022-08-18,active,2938.25
ACC0000388,CUS001379,money_market,2025-02-03,active,19276.68
ACC0000389,CUS000594,money_market,2023-10-08,active,5362.41
ACC0000390,CUS001031,checking,2023-10-07,active,15967.56
ACC0000391,CUS001737,credit,2025-07-12,active,34207.46
ACC0000392,CUS001859,checking,2021-07-01,active,4794.63
ACC0000393,CUS001843,checking,2025-06-20,active,37178.73
ACC0000394,CUS001339,checking,2026-05-18,active,48558.51
ACC0000395,CUS001824,money_market,2025-07-30,active,39265.35
ACC0000396,CUS001687,savings,2022-06-15,active,48793.71
ACC0000397,CUS001069,credit,2021-09-10,active,45967.71
ACC0000398,CUS000450,credit,2025-10-24,active,48386.36
ACC0000399,CUS001213,checking,2025-03-04,active,45465.77
ACC0000400,CUS001063,savings,2025-08-10,active,5133.28
ACC0000401,CUS000870,credit,2022-01-08,active,29424.18
ACC0000402,CUS000352,money_market,2025-11-16,dormant,38870.63
ACC0000403,CUS000152,savings,2021-07-11,active,48841.28
ACC0000404,CUS001956,money_market,2023-01-27,active,43566.96
ACC0000405,CUS001340,checking,2021-11-07,active,734.04
ACC0000406,CUS001818,money_market,2023-07-07,active,8886.57
ACC0000407,CUS000187,money_market,2023-11-08,active,45715.44
ACC0000408,CUS001144,savings,2022-03-04,active,47500.81
ACC0000409,CUS000616,checking,2025-10-27,active,18849.69
ACC0000410,CUS000022,checking,2023-01-01,active,37976.01
ACC0000411,CUS001389,credit,2024-04-05,active,15335.08
ACC0000412,CUS000420,savings,2024-03-18,active,49978.37
ACC0000413,CUS001111,credit,2025-04-30,active,37158.68
ACC0000414,CUS000649,credit,2021-12-05,active,35147.89
ACC0000415,CUS000818,credit,2022-09-18,active,13802.0
ACC0000416,CUS000767,savings,2024-03-14,active,35466.81
ACC0000417,CUS000434,savings,2024-01-24,active,5160.06
ACC0000418,CUS000409,savings,2025-04-26,active,48565.34
ACC0000419,CUS000007,savings,2024-08-03,active,48211.35
ACC0000420,CUS001720,checking,2022-02-05,active,48145.22
ACC0000421,CUS000510,checking,2024-05-22,active,1795.9
ACC0000422,CUS000507,credit,2025-10-21,closed,5033.0
ACC0000423,CUS001825,savings,2023-03-19,active,4541.88
ACC0000424,CUS001451,savings,2021-06-17,active,14666.63
ACC0000425,CUS001499,checking,2024-03-23,closed,13384.8
ACC0000426,CUS001716,savings,2024-10-19,active,12129.82
ACC0000427,CUS000196,money_market,2024-02-16,active,41079.65
ACC0000428,CUS001250,savings,2025-03-03,active,6233.3
ACC0000429,CUS001957,savings,2024-10-02,active,34087.61
ACC0000430,CUS000368,money_market,2024-10-09,active,2043.08
ACC0000431,CUS001982,credit,2022-04-27,active,37899.32
ACC0000432,CUS001821,checking,2025-07-23,active,8205.68
ACC0000433,CUS000287,credit,2025-10-01,active,14197.36
ACC0000434,CUS000530,checking,2022-03-05,active,28015.86
ACC0000435,CUS001713,money_market,2024-09-08,active,42736.97
ACC0000436,CUS001048,savings,2022-11-28,active,1053.86
ACC0000437,CUS000797,money_market,2022-09-16,active,44411.65
ACC0000438,CUS001187,savings,2025-06-14,active,19070.45
ACC0000439,CUS001808,money_market,2024-08-04,active,49846.28
ACC0000440,CUS001226,checking,2022-05-28,active,819.1
ACC0000441,CUS000765,checking,2025-01-28,active,23058.44
ACC0000442,CUS001555,credit,2025-11-12,closed,22972.2
ACC0000443,CUS001906,credit,2023-07-27,active,7669.89
ACC0000444,CUS001893,checking,2024-02-05,dormant,8322.7
ACC0000445,CUS000845,credit,2021-10-01,frozen,23232.96
ACC0000446,CUS001008,checking,2024-02-11,closed,8669.06
ACC0000447,CUS000243,credit,2023-12-06,active,20907.16
ACC0000448,CUS000169,checking,2021-07-13,dormant,11414.21
ACC0000449,CUS000349,savings,2026-03-01,active,16042.68
ACC0000450,CUS001234,credit,2025-05-02,active,10397.42
ACC0000451,CUS000823,credit,2026-01-20,active,13327.15
ACC0000452,CUS000368,money_market,2021-08-19,active,20954.69
ACC0000453,CUS001003,checking,2024-06-22,active,444.11
ACC0000454,CUS000185,money_market,2024-11-30,frozen,43281.27
ACC0000455,CUS001013,credit,2023-09-14,active,29445.45
ACC0000456,CUS000714,credit,2024-01-11,active,44771.57
ACC0000457,CUS000781,credit,2022-10-09,active,45860.51
